mood,examples,mean_bpm,mean_velocity,mean_arousal
calm,1714,76.17269544924154,48.299008168028,0.2559747957992999
joy,1810,102.94198895027624,83.36546961325966,0.5466494290976059
sadness,617,67.12317666126418,48.70583468395462,0.19694651539708266
mystery,601,89.35940099833611,83.2720465890183,0.455799889073766
tension,565,113.92035398230088,84.429203539823,0.6232424778761062
danger,650,140.09230769230768,111.38538461538461,0.8839819487179487
