run_name,mood_conditioned,generated_files,valid_midi_rate,mean_token_error_ratio,heuristic_label_agreement,exact_copy_rate,mean_ngram_jaccard,sequence_change_rate_across_labels,completed_epochs,best_validation_loss,test_loss,test_perplexity,test_token_accuracy
transformer_mood_100e,True,60,1.0,0.00028576909263068536,0.6,0.0,0.05970389050252446,1.0,51,0.8723150239096504,1.0387793623367578,2.825765672353901,0.7025170233463035
transformer_no_mood_100e,False,60,1.0,0.00042553191489361707,0.16666666666666666,0.0,0.04715745863209293,0.0,47,0.8678871003767767,1.0255787669507068,2.788709006195292,0.6979571984435797
transformer_mood_emphasis_ft20,True,60,1.0,0.0002139336917562724,0.6333333333333333,0.0,0.061763122663470685,1.0,20,0.8539841325460382,1.0353124118139418,2.8159858454626727,0.7062136572594149
